DATE,COE,GVA,OUTPUT,IC,D29-D39,INDUSTRY
2004,3486,5383,13427,8044,57,14
2004,571,815,3039,2224,9,15
2004,1734,3928,8828,4900,51,16
2004,438,928,3296,2368,11,17
2004,1904,2429,6142,3713,51,18
2004,1100,1523,4087,2564,30,19
2004,190,321,776,455,2,20
2004,1724,2668,6631,3963,65,21
2004,2661,3591,9820,6229,75,22
2004,4236,6521,13472,6951,123,23
2004,2107,2613,15920,13307,23,24
2004,861,1197,3117,1920,12,25
2004,1200,2023,5526,3503,21,26
2004,1200,1623,4281,2658,26,27
2004,553,1035,3663,2628,14,28
2004,1848,2939,13356,10417,57,29
2004,437,928,2366,1438,10,30
2004,3298,8233,14777,6544,37,31
2004,5844,7228,18345,11117,146,32
2004,1618,2117,5872,3755,55,33
2004,2087,2821,6327,3506,65,34
2004,1372,1304,7429,6125,55,35
2004,1354,1416,7052,5636,48,36
2004,484,806,2128,1322,3,37
2004,9356,10853,23996,13143,222,38
2004,5512,6410,21363,14953,115,39
2004,3402,4374,11971,7597,71,40
2004,7673,9418,23933,14515,139,41
2004,7003,7632,36701,29069,144,42
2004,772,792,1993,1201,12,43
2004,3721,7528,15782,8254,28,44
2004,507,715,2368,1653,7,45
2004,2151,2882,7242,4360,62,46
2004,1943,3242,7250,4008,63,47
2004,249,229,594,365,0,48
2004,798,1315,3178,1863,3,49
2004,2251,3211,7972,4761,45,50
2004,2791,9116,34376,25260,713,51
2004,1577,3448,12908,9460,272,52
2004,589,2994,4595,1601,199,53
2004,1046,3309,5123,1814,47,54
2004,3126,6203,16006,9803,176,55
2004,47,40,116,76,2,56
2004,34872,74263,183340,109077,679,57
2004,13370,20341,37774,17433,666,58
2004,30344,47891,100099,52208,1184,59
2004,37931,67886,109250,41364,3979,60
2004,2773,2842,8145,5303,-82,61
2004,12912,18355,38487,20132,306,62
2004,2565,3794,9013,5219,32,63
2004,3356,5927,14839,8912,0,64
2004,9389,12612,32039,19427,437,65
2004,7222,8088,13982,5894,207,66
2004,5627,8607,17755,9148,479,67
2004,15775,23764,50504,26740,1187,68
2004,6941,11003,21854,10851,115,69
2004,4556,11286,20110,8824,-19,70
2004,11816,22589,41347,18758,445,71
2004,20947,27996,44193,16197,228,72
2004,2372,3684,5579,1895,35,73
2004,27571,50688,96883,46195,923,74
2004,7874,16728,54640,37912,340,75
2004,8501,11049,22105,11056,158,76
2004,5797,21205,38625,17420,-36,77
2004,0,124053,139405,15352,0,78
2004,2110,4117,5626,1509,112,79
2004,7756,14836,21542,6706,241,80
2004,6047,10647,14329,3682,114,81
2004,7485,11141,19752,8611,94,82
2004,12873,17521,31014,13493,149,83
2004,3296,6613,10008,3395,72,84
2004,4007,7201,11802,4601,66,85
2004,4299,6055,10592,4537,88,86
2004,1208,1686,2256,570,-4,87
2004,5849,11273,18950,7677,188,88
2004,8246,12718,22561,9843,98,89
2004,4075,5332,14157,8825,22,90
2004,1356,2194,3892,1698,15,91
2004,3236,5917,10548,4631,46,92
2004,8657,12008,21311,9303,198,93
2004,49370,61522,115810,54288,0,94
2004,61509,69877,88879,19002,159,95
2004,44078,60359,79339,18980,42,96
2004,16682,22517,38104,15587,44,97
2004,1379,2538,6276,3738,19,98
2004,2045,2446,3931,1485,11,99
2004,2385,8627,11950,3323,144,100
2004,1632,3612,9953,6341,193,101
2004,6901,9172,12929,3757,78,102
2004,980,1281,2581,1300,27,103
2004,2568,10670,17240,6570,202,104
2004,4442,4918,4918,0,0,105
2005,3067,7142,16922,9780,-3232,1
2005,193,337,858,521,2,2
2005,80,439,1103,664,8,3
2005,192,89,496,407,9,4
2005,1842,22115,28853,6738,146,5
2005,1329,2184,6031,3847,62,6
2005,210,2271,3051,780,14,7
2005,2175,2724,11451,8727,27,8
2005,1778,2506,6380,3874,23,9
2005,244,304,1255,951,-1,10
2005,949,1025,6056,5031,11,11
2005,749,1347,5425,4078,10,12
2005,2949,3655,7596,3941,43,13
2005,3460,5351,13620,8269,57,14
2005,697,1091,3387,2296,8,15
2005,1865,4215,9388,5173,46,16
2005,459,1124,3576,2452,17,17
2005,1859,2270,5705,3435,47,18
2005,1101,1432,3809,2377,25,19
2005,184,335,739,404,0,20
2005,1703,2593,6513,3920,65,21
2005,2674,3316,9441,6125,70,22
2005,4344,6554,13343,6789,100,23
2005,1620,2472,18631,16159,20,24
2005,873,1108,3037,1929,12,25
2005,1322,2336,5679,3343,26,26
2005,1232,1558,4432,2874,30,27
2005,572,1250,4108,2858,17,28
2005,1853,3968,17111,13143,65,29
2005,475,950,2359,1409,8,30
2005,3463,8197,15062,6865,38,31
2005,5829,7569,18875,11306,152,32
2005,1649,2453,6255,3802,44,33
2005,2138,2223,5841,3618,65,34
2005,1379,1512,8247,6735,42,35
2005,1350,1285,7631,6346,49,36
2005,561,742,2060,1318,4,37
2005,9547,12388,25504,13116,207,38
2005,5789.05,6892,20344,13452,95,39
2005,3462,4005,11728,7723,72,40
2005,7582,9960,24815,14855,136,41
2005,7148,8062,37785,29723,145,42
2005,751,882,1954,1072,13,43
2005,3402,6366,15143,8777,33,44
2005,554,654,2247,1593,3,45
2005,2214,2700,7068,4368,71,46
2005,1936,4073,7991,3918,55,47
2005,231,437,773,336,2,48
2005,846,1285,3288,2003,4,49
2005,2261,3111,7901,4790,38,50
2005,2855,9030,38963,29933,688,51
2005,1612,3497,15066,11569,256,52
2005,645,3296,4916,1620,189,53
2005,1194,3554,5351,1797,44,54
2005,3242,6808,17378,10570,171,55
2005,54,43,130,87,2,56
2005,37693,82378,190000,107622,669,57
2005,14437,22148,39327,17179,745,58
2005,30607,48345,98212,49867,1317,59
2005,38808,69055,112359,43304,4381,60
2005,2917,2927,8356,5429,30,61
2005,12904,18900,39564,20664,352,62
2005,2762,4147,9843,5696,16,63
2005,3387,6232,15439,9207,0,64
2005,9920,13042,33738,20696,423,65
2005,7464,8355,13912,5557,211,66
2005,5819,8968,18242,9274,525,67
2005,16298,24591,51680,27089,1233,68
2005,7129,11047,21632,10585,126,69
2005,4959,11923,20936,9013,-14,70
2005,11799,22594,42115,19521,543,71
2005,21369,28904,44759,15855,209,72
2005,2429,3648,5608,1960,28,73
2005,30985,56988,105523,48535,934,74
2005,8057,26118,51053,24935,355,75
2005,9207,11300,22088,10788,166,76
2005,5874,22833,39827,16994,-927,77
2005,0,127349,144646,17297,0,78
2005,2262,5225,6627,1402,128,79
2005,7955.05,15527,22234,6707,250,80
2005,6321,11200,14774,3574,93,81
2005,7492,11420,21755,10335,121,82
2005,13929,18309,34161,15852,139,83
2005,3411,7230,10757,3527,76,84
2005,4065,6890,11752,4862,106,85
2005,4537,6476,11122,4646,71,86
2005,1275,1818,2627,809,-8,87
2005,5902,11758,19840,8082,197,88
2005,8563,13133,22891,9758,92,89
2005,4224,5290,14712,9422,12,90
2005,1407,2334,4022,1688,19,91
2005,3411,5987,10593,4606,57,92
2005,9123,12726,22100,9374,172,93
2005,53675,66560,123608,57048,0,94
2005,65795,74640,95642,21002,182,95
2005,46465,64126,85647,21521,51,96
2005,17818,24584,40891,16307,61,97
2005,1433,2634,6525,3891,24,98
2005,2078,2499,4243,1744,17,99
2005,2457,9214,12825,3611,134,100
2005,1700,3868,11005,7137,227,101
2005,7519,9756,13869,4113,69,102
2005,1006,1292,2493,1201,19,103
2005,2799,11274,17884,6610,168,104
2005,4673,5172,5172,0,0,105
2006,3154,7323,17541,10218,-3061,1
2006,191,335,894,559,0,2
2006,93,465,1151,686,9,3
2006,188,213,621,408,6,4
2006,2277,26521,34111,7590,193,5
2006,1592,2135,5938,3803,57,6
2006,241,2227,3222,995,21,7
2006,2446,2810,11843,9033,30,8
2006,1650,2146,6119,3973,21,9
2006,229,273,1265,992,-3,10
2006,892,1197,6442,5245,11,11
2006,823,871,5227,4356,9,12
2006,2999,3520,7727,4207,52,13
2006,3793,5247,13704,8457,57,14
2006,573,884,3442,2558,7,15
2006,2000,4023,9206,5183,43,16
2006,435,1046,3515,2469,11,17
2006,1970,2333,5587,3254,42,18
2006,1183,1595,4102,2507,19,19
2006,237,401,766,365,0,20
2006,1799,2424,6694,4270,55,21
2006,2666,3255,10608,7353,63,22
2006,4479,6663,13567,6904,132,23
2006,1799,2538,21194,18656,19,24
2006,926,1096,3272,2176,15,25
2006,1452,2305,5936,3631,37,26
2006,1323,1688,4570,2882,29,27
2006,601,1386,4620,3234,15,28
2006,1907,3482,17903,14421,60,29
2006,505,903,2425,1522,11,30
2006,3774,9543,16594,7051,39,31
2006,5898,6819,18723,11904,153,32
2006,1699,2190,6538,4348,50,33
2006,2076,2629,6432,3803,70,34
2006,1613,1963,9465,7502,45,35
2006,1365,1742,8932,7190,39,36
2006,658,777,2214,1437,3,37
2006,9991,12198,27266,15068,269,38
2006,5887,6649,20712,14063,87,39
2006,3485,4533,12812,8279,76,40
2006,7956,9769,25927,16158,168,41
2006,7824,8111,39055,30944,144,42
2006,802,873,2271,1398,11,43
2006,3651,7282,16053,8771,36,44
2006,492,682,2439,1757,3,45
2006,2352,3209,7848,4639,73,46
2006,2126,3717,7890,4173,53,47
2006,242,208,609,401,1,48
2006,892,1242,3364,2122,5,49
2006,2434,3320,8192,4872,42,50
2006,3211,11516,46777,35261,660,51
2006,1628,4025,17617,13592,311,52
2006,785,3656,5398,1742,192,53
2006,1318,3709,5535,1826,50,54
2006,3608,6908,18384,11476,194,55
2006,58,15,111,96,2,56
2006,41615,88581,203792,115211,747,57
2006,15829,23328,41249,17921,719,58
2006,32039,50375,103645,53270,1155,59
2006,40939,71425,118819,47394,4613,60
2006,3369,3277,9026,5749,35,61
2006,13235,19607,41604,21997,418,62
2006,2718,3878,9709,5831,15,63
2006,3553,6232,16557,10325,0,64
2006,10599,12423,33591,21168,376,65
2006,7517,8980,15126,6146,172,66
2006,6169,9375,19331,9956,562,67
2006,17276,25322,53187,27865,1246,68
2006,7340,11124,22165,11041,118,69
2006,4987,11388,20804,9416,-52,70
2006,11226,22789,43968,21179,553,71
2006,21748,30877,48402,17525,306,72
2006,2497,4134,6295,2161,43,73
2006,39895,68453,118204,49751,1002,74
2006,8463,20228,77761,57533,373,75
2006,10781,13898,25318,11420,175,76
2006,6524,23715,44012,20297,-1394,77
2006,0,131961,149092,17131,0,78
2006,2557,6008,7937,1929,144,79
2006,8121,17535,24731,7196,299,80
2006,7063,12907,16544,3637,102,81
2006,7959,13355,25854,12499,201,82
2006,14839,19783,37947,18164,195,83
2006,3896,7956,11583,3627,62,84
2006,4412,7896,12634,4738,95,85
2006,4725,7093,12412,5319,90,86
2006,1372,1908,2687,779,2,87
2006,6183,11933,20321,8388,211,88
2006,8906,14470,25325,10855,151,89
2006,4529,6033,15714,9681,4,90
2006,1465,2495,4416,1921,19,91
2006,3627,6503,11894,5391,53,92
2006,9438,13705,24459,10754,184,93
2006,55759,69378,129960,60582,0,94
2006,69344,78950,104413,25463,224,95
2006,49961,69398,94246,24848,43,96
2006,18985,26408,43494,17086,73,97
2006,1516,2699,6764,4065,42,98
2006,2121,2617,4706,2089,13,99
2006,2646,9326,14091,4765,152,100
2006,1828,3967,11494,7527,241,101
2006,7943,10213,14843,4630,69,102
2006,1019,1351,2641,1290,21,103
2006,3046,11669,18613,6944,209,104
2006,4743,5273,5273,0,0,105
2007,3663,7786,19745,11959,-2862,1
2007,195,391,1035,644,2,2
2007,103,481,1239,758,12,3
2007,217,87,598,511,5,4
2007,2856,25784,34804,9020,151,5
2007,1566,2216,5473,3257,42,6
2007,309,2227,3344,1117,7,7
2007,2416,2801,11911,9110,31,8
2007,1681,2164,6207,4043,22,9
2007,222,271,1015,744,-4,10
2007,893,1091,6731,5640,12,11
2007,816,758,5339,4581,8,12
2007,3056,3314,7723,4409,50,13
2007,3971,5305,14174,8869,65,14
2007,420,500,3454,2954,6,15
2007,2051,3834,9291,5457,38,16
2007,445,996,3560,2564,11,17
2007,1890,2317,5476,3159,43,18
2007,1248,1687,4088,2401,19,19
2007,245,442,909,467,-1,20
2007,1901,2676,6746,4070,62,21
2007,2660,3371,10770,7399,57,22
2007,4434,6304,13473,7169,117,23
2007,2282,3095,21093,17998,17,24
2007,866,1123,3257,2134,16,25
2007,1400,2106,6144,4038,21,26
2007,1192,1603,4696,3093,23,27
2007,591,1493,4554,3061,24,28
2007,1832,3128,17839,14711,57,29
2007,482,842,2467,1625,6,30
2007,3595,9959,16729,6770,27,31
2007,5978,7037,19039,12002,154,32
2007,1778,2295,7373,5078,63,33
2007,2148,2872,7057,4185,72,34
2007,1499,2084,10245,8161,46,35
2007,1411,1874,9483,7609,42,36
2007,687,1102,2731,1629,4,37
2007,10240,12546,29210,16664,218,38
2007,5552,6407,19877,13470,88,39
2007,3425,4305,11887,7582,67,40
2007,8039,9711,26823,17112,154,41
2007,7053,7497,40339,32842,124,42
2007,849,959,2601,1642,14,43
2007,3715,6533,16880,10347,30,44
2007,538,555,2675,2120,1,45
2007,2417,3496,7965,4469,74,46
2007,2158,4091,8261,4170,72,47
2007,266,238,709,471,0,48
2007,888,1163,3566,2403,3,49
2007,2472,3497,8336,4839,38,50
2007,3957,12003,50545,38542,616,51
2007,1765,4305,18087,13782,322,52
2007,1074,4215,5950,1735,211,53
2007,1423,4063,6049,1986,57,54
2007,3855,7342,18938,11596,215,55
2007,61,23,118,95,1,56
2007,47302,95081,224257,129176,813,57
2007,16508,24759,45350,20591,737,58
2007,33573,52691,106948,54257,1335,59
2007,43100,74832,125121,50289,4812,60
2007,3443,3415,9165,5750,15,61
2007,14275,20485,43408,22923,447,62
2007,2945,4283,11673,7390,18,63
2007,3790,6508,17739,11231,0,64
2007,11289,12847,34676,21829,437,65
2007,7848,9173,15567,6394,-306,66
2007,6577,9752,19972,10220,536,67
2007,18411,26484,55400,28916,1236,68
2007,7344,11023,22151,11128,122,69
2007,5518,11555,21915,10360,-84,70
2007,12276,24594,45798,21204,602,71
2007,23602,32889,51556,18667,321,72
2007,2715,4306,6712,2406,36,73
2007,43337,74658,128845,54187,1085,74
2007,9853,27985,102846,74861,383,75
2007,13024,15652,28062,12410,180,76
2007,7309,25268,48467,23199,-1242,77
2007,0,137083,153888,16805,0,78
2007,2629,6207,8527,2320,190,79
2007,8973,18849,26598,7749,275,80
2007,7405,13505,17450,3945,105,81
2007,9048,14101,28455,14354,177,82
2007,16090,21325,40836,19511,278,83
2007,4032,8581,12808,4227,59,84
2007,5271,8468,13834,5366,93,85
2007,5052,7267,13138,5871,127,86
2007,1427,2030,2949,919,2,87
2007,6533,12811,21512,8701,260,88
2007,9569,14867,26966,12099,109,89
2007,4826,6423,16465,10042,14,90
2007,1581,2542,4628,2086,30,91
2007,3855,6847,12919,6072,68,92
2007,10130,14449,26021,11572,310,93
2007,56734,70764,134404,63640,0,94
2007,73674,83483,110484,27001,187,95
2007,51780,72682,99791,27109,73,96
2007,19647,27647,46195,18548,73,97
2007,1638,2947,7194,4247,47,98
2007,2165,2547,4557,2010,14,99
2007,2996,9614,14634,5020,110,100
2007,1996,4016,11512,7496,243,101
2007,8359,10603,15669,5066,63,102
2007,1093,1400,2708,1308,16,103
2007,3336,12710,19524,6814,193,104
2007,4842,5361,5361,0,0,105
2008,3682,9037,21158,12121,-2693,1
2008,200,354,1061,707,4,2
2008,120,468,1311,843,11,3
2008,252,433,927,494,6,4
2008,2611,29846,39568,9722,125,5
2008,1573,2399,5387,2988,44,6
2008,281,2889,4165,1276,41,7
2008,2393,2714,12372,9658,23,8
2008,1740,2138,6303,4165,16,9
2008,191,308,948,640,-3,10
2008,847,667,6702,6035,28,11
2008,840,897,4781,3884,9,12
2008,2693,3455,8167,4712,67,13
2008,4152,5308,14184,8876,72,14
2008,382,568,3645,3077,7,15
2008,2002,4161,9791,5630,54,16
2008,436,1033,3623,2590,12,17
2008,1949,2225,5238,3013,47,18
2008,1216,1430,3491,2061,22,19
2008,220,575,1026,451,1,20
2008,1845,2714,6786,4072,70,21
2008,2594,3581,10815,7234,56,22
2008,4361,5733,12803,7070,152,23
2008,2186,2536,26422,23886,22,24
2008,840,1298,3322,2024,21,25
2008,1413,2093,5573,3480,26,26
2008,1049,1386,4746,3360,19,27
2008,577,1050,4497,3447,20,28
2008,1657,2974,18068,15094,57,29
2008,490,825,2407,1582,6,30
2008,4847,12704,19705,7001,25,31
2008,5879,7160,18854,11694,165,32
2008,1758,2382,7527,5145,60,33
2008,2078,2802,6980,4178,62,34
2008,1467,1800,10049,8249,51,35
2008,1216,1801,9710,7909,63,36
2008,686,1602,3010,1408,3,37
2008,10199,12847,28241,15394,284,38
2008,5698,6988,19509,12521,94,39
2008,3494,4887,12480,7593,69,40
2008,8141,10630,27699,17069,171,41
2008,7536,8210,39220,31010,131,42
2008,1015,1095,2741,1646,18,43
2008,4109,5634,15900,10266,35,44
2008,552,516,2292,1776,2,45
2008,2156,3118,7558,4440,68,46
2008,2077,4004,8013,4009,64,47
2008,305,296,794,498,-2,48
2008,990,1222,3844,2622,18,49
2008,2506,3600,8459,4859,101,50
2008,3821,10754,59734,48980,611,51
2008,1806,3938,19046,15108,354,52
2008,1103,4481,6278,1797,313,53
2008,1466,4469,6279,1810,58,54
2008,3762,7182,18815,11633,120,55
2008,73,55,160,105,0,56
2008,46277,89586,224592,135006,918,57
2008,17913,26074,46878,20804,717,58
2008,33996,52934,107731,54797,1526,59
2008,44952,77127,129563,52436,5150,60
2008,3505,3711,9591,5880,27,61
2008,14413,20564,44506,23942,423,62
2008,3225,4495,13653,9158,25,63
2008,4055,6976,18216,11240,0,64
2008,12196,15078,37251,22173,529,65
2008,7635,8905,15974,7069,-87,66
2008,6422,9794,20309,10515,644,67
2008,18528,26650,56535,29885,1346,68
2008,7231,10942,21950,11008,121,69
2008,5701,11956,22894,10938,-14,70
2008,12759,25882,46392,20510,518,71
2008,24280,34370,53241,18871,267,72
2008,2824,4466,7236,2770,18,73
2008,36627,67998,128776,60778,1099,74
2008,8749,22770,84432,61662,489,75
2008,13058,17634,28986,11352,195,76
2008,7846,28856,51018,22162,-1834,77
2008,0,146501,158685,12184,0,78
2008,2636,6348,8001,1653,168,79
2008,8915,18592,26599,8007,302,80
2008,7667,13664,17723,4059,113,81
2008,10060,15736,31348,15612,276,82
2008,16315,21909,42025,20116,235,83
2008,4260,9844,15708,5864,71,84
2008,5179,8556,14660,6104,182,85
2008,4936,6984,13250,6266,105,86
2008,1471,2189,2927,738,3,87
2008,6455,13099,21828,8729,218,88
2008,10029,16633,29505,12872,153,89
2008,5243,6943,17046,10103,2,90
2008,1532,2575,4747,2172,30,91
2008,3969,7571,13742,6171,49,92
2008,10016,14329,28059,13730,191,93
2008,58435,73347,142782,69435,0,94
2008,78511,89205,118522,29317,249,95
2008,53241,74522,106692,32170,69,96
2008,20296,27076,45854,18778,83,97
2008,1674,2929,7463,4534,17,98
2008,2304,2905,4886,1981,11,99
2008,2997,10172,15198,5026,134,100
2008,2162,4219,11520,7301,276,101
2008,8499,11340,16777,5437,81,102
2008,1122,1636,2882,1246,18,103
2008,3482,13330,20255,6925,209,104
2008,5237,5913,5913,0,0,105
2009,3832,7500,21836,14336,-3531,1
2009,207,365,1067,702,5,2
2009,112,472,1099,627,11,3
2009,244,205,755,550,4,4
2009,2510,21466,31668,10202,79,5
2009,1436,2351,4738,2387,43,6
2009,290,3211,5165,1954,21,7
2009,2528,2929,13971,11042,27,8
2009,1827,2349,6483,4134,17,9
2009,188,492,965,473,-6,10
2009,818,895,6876,5981,13,11
2009,848,1171,5207,4036,7,12
2009,2932,3706,8219,4513,53,13
2009,4147,5097,14926,9829,65,14
2009,486,763,3825,3062,11,15
2009,1832,6005,11744,5739,43,16
2009,469,1115,3851,2736,12,17
2009,1675,1922,4901,2979,42,18
2009,1034,902,2567,1665,19,19
2009,206,588,1083,495,-1,20
2009,1558,2036,5754,3718,64,21
2009,2668,3788,11267,7479,68,22
2009,4193,4714,10727,6013,122,23
2009,2509,5854,23845,17991,18,24
2009,785,1174,3123,1949,11,25
2009,1375,1976,5641,3665,17,26
2009,1034,992,5036,4044,16,27
2009,488,839,3188,2349,15,28
2009,1501,2375,17215,14840,41,29
2009,500,330,1987,1657,4,30
2009,4435,13613,21983,8370,27,31
2009,5749,7039,18105,11066,176,32
2009,1655,1814,6828,5014,63,33
2009,1967,2350,6425,4075,73,34
2009,1340,506,7805,7299,51,35
2009,1148,1391,7768,6377,35,36
2009,701,1411,3103,1692,2,37
2009,9149,10241,24728,14487,274,38
2009,5794,7049,18552,11503,81,39
2009,3584,4097,11993,7896,65,40
2009,7757,6694,21668,14974,161,41
2009,6665,5862,33446,27584,136,42
2009,1075,1244,2790,1546,13,43
2009,4027,5629,17226,11597,33,44
2009,538,889,2667,1778,4,45
2009,2052,2869,6841,3972,78,46
2009,2053,4006,7651,3645,59,47
2009,279,422,738,316,-5,48
2009,901,1078,3495,2417,3,49
2009,2334,3421,8034,4613,44,50
2009,3611,17152,58826,41674,676,51
2009,2128,5144,20216,15072,405,52
2009,1123,4283,6213,1930,317,53
2009,1520,4602,6467,1865,60,54
2009,3782,6355,18775,12420,239,55
2009,116,109,207,98,0,56
2009,44801,77097,196020,118923,965,57
2009,17096,22788,42603,19815,822,58
2009,33500,53403,103015,49612,1616,59
2009,44871,76416,133425,57009,5596,60
2009,3625,3690,9712,6022,-25,61
2009,13867,19701,40184,20483,371,62
2009,3320,4233,12631,8398,21,63
2009,3738,6326,16585,10259,-1,64
2009,11988,11898,32550,20652,710,65
2009,8568,10423,17899,7476,245,66
2009,6458,9624,20132,10508,632,67
2009,18103,25294,54372,29078,1435,68
2009,6662,10624,20715,10091,120,69
2009,5511,11835,23574,11739,-140,70
2009,11646,26295,46516,20221,501,71
2009,23494,32318,51306,18988,248,72
2009,2828,4359,6902,2543,13,73
2009,39020,82529,141024,58495,1039,74
2009,7335,23967,74805,50838,519,75
2009,14934,19428,32216,12788,204,76
2009,6844,30157,54381,24224,-1222,77
2009,0,122729,159518,36789,0,78
2009,2606,6949,8555,1606,217,79
2009,8157,18250,26455,8205,303,80
2009,7501,14097,18070,3973,153,81
2009,9919,15200,30718,15518,268,82
2009,16563,21783,40973,19190,362,83
2009,4532,7933,14516,6583,67,84
2009,4984,7435,14379,6944,95,85
2009,5161,6879,13762,6883,91,86
2009,1571,2354,3115,761,-2,87
2009,6665,12770,20486,7716,256,88
2009,10028,15374,24641,9267,104,89
2009,5254,7170,15392,8222,88,90
2009,1451,2618,4803,2185,27,91
2009,3924,7451,14770,7319,28,92
2009,10263,14580,27555,12975,264,93
2009,61292,76702,147121,70419,0,94
2009,82143,92615,124710,32095,215,95
2009,56309,77397,116641,39244,59,96
2009,21179,29895,50599,20704,94,97
2009,1905,3685,7960,4275,51,98
2009,2495,2935,4854,1919,10,99
2009,3051,9097,13783,4686,122,100
2009,2364,4181,11605,7424,322,101
2009,8008,11175,16452,5277,136,102
2009,1326,1804,3374,1570,30,103
2009,3925,14492,20799,6307,310,104
2009,4949,5422,5422,0,0,105
2010,3942,9406,22910,13504,-2622,1
2010,198,344,1100,756,1,2
2010,94,582,1194,612,12,3
2010,238,993,1691,698,4,4
2010,3065,25134,36334,11200,53,5
2010,1460,2128,4660,2532,47,6
2010,287,2134,3889,1755,21,7
2010,2561,2858,13726,10868,27,8
2010,2107,2625,7141,4516,18,9
2010,244,402,911,509,-5,10
2010,814,744,7044,6300,10,11
2010,901,1158,5298,4140,7,12
2010,3175,3751,8314,4563,56,13
2010,4094,5016,14619,9603,59,14
2010,544,691,4399,3708,12,15
2010,1820,4184,9912,5728,51,16
2010,505,1105,3730,2625,10,17
2010,1711,2497,5347,2850,36,18
2010,1087,1580,3172,1592,8,19
2010,215,524,1060,536,-1,20
2010,1559,2281,6519,4238,57,21
2010,2681,3631,11367,7736,79,22
2010,3669,4885,10893,6008,106,23
2010,2532,4446,26139,21693,36,24
2010,814,1277,3318,2041,9,25
2010,1474,2138,5846,3708,18,26
2010,897,1010,5441,4431,19,27
2010,538,845,3632,2787,25,28
2010,1587,3057,18151,15094,45,29
2010,308,452,2233,1781,3,30
2010,4654,14249,23670,9421,26,31
2010,5596,7096,18054,10958,151,32
2010,1563,2029,7133,5104,66,33
2010,1802,2303,6514,4211,62,34
2010,1180,1638,8814,7176,44,35
2010,1115,1279,8548,7269,51,36
2010,755,1384,3135,1751,6,37
2010,9405,10658,25037,14379,259,38
2010,5940,7568,19168,11600,90,39
2010,3549,4517,12476,7959,58,40
2010,7913,9262,24164,14902,146,41
2010,7086,8434,39123,30689,125,42
2010,1198,967,2803,1836,18,43
2010,4284,5062,17576,12514,35,44
2010,681,857,2606,1749,1,45
2010,1944,2911,6876,3965,71,46
2010,2071,4288,8174,3886,70,47
2010,403,528,792,264,-4,48
2010,1018,1656,3671,2015,5,49
2010,2187,3459,7814,4355,36,50
2010,4277,9795,66356,56561,689,51
2010,2034,5513,21398,15885,388,52
2010,1128,4281,6268,1987,402,53
2010,1646,4614,6519,1905,70,54
2010,4158,7806,19676,11870,133,55
2010,106,78,230,152,0,56
2010,45126,80742,202110,121368,1002,57
2010,17617,25775,43944,18169,736,58
2010,33868,53965,107559,53594,1479,59
2010,48211,79978,135643,55665,5872,60
2010,3739,4026,10194,6168,21,61
2010,13653,21459,41796,20337,448,62
2010,3346,4570,13944,9374,10,63
2010,3542,5933,15893,9960,-1,64
2010,11936,13266,33721,20455,698,65
2010,8462,10637,18545,7908,230,66
2010,6142,9085,20056,10971,660,67
2010,18887,25942,55268,29326,1414,68
2010,6913,10973,20991,10018,118,69
2010,5406,12189,25689,13500,-147,70
2010,12180,24738,46910,22172,476,71
2010,23807,33545,53245,19700,326,72
2010,3047,4675,7667,2992,12,73
2010,40307,75941,137398,61457,4652,74
2010,8129,20201,62008,41807,600,75
2010,15064,19531,32845,13314,205,76
2010,7017,34050,60406,26356,-937,77
2010,0,122459,161060,38601,0,78
2010,2851,7630,8890,1260,204,79
2010,8564,18930,26397,7467,326,80
2010,7860,14568,18605,4037,138,81
2010,9584,15457,31296,15839,208,82
2010,16442,22165,41289,19124,366,83
2010,4628,8266,15901,7635,137,84
2010,4620,7280,15331,8051,105,85
2010,5319,7708,14273,6565,98,86
2010,1617,2388,3187,799,7,87
2010,7007,13434,21491,8057,233,88
2010,9380,15171,25235,10064,125,89
2010,5169,7241,14484,7243,69,90
2010,1489,2825,4905,2080,24,91
2010,4052,7958,15845,7887,57,92
2010,10296,15015,29547,14532,222,93
2010,62644,79337,147239,67902,0,94
2010,84527,94817,127733,32916,251,95
2010,59593,81760,121523,39763,106,96
2010,21805,28145,49542,21397,118,97
2010,2019,4229,8148,3919,50,98
2010,2462,2832,4876,2044,8,99
2010,2722,8407,12979,4572,147,100
2010,2451,4173,11572,7399,316,101
2010,11317,12685,17627,4942,101,102
2010,1528,1916,3198,1282,24,103
2010,4807,16335,22061,5726,217,104
2010,5698,6173,6173,0,0,105
2011,4016,9054,23111,14057,-2578,1
2011,190,315,1253,938,3,2
2011,92,489,1442,953,16,3
2011,269,399,1237,838,6,4
2011,3383,26528,39325,12797,26,5
2011,1558,2524,5098,2574,38,6
2011,379,2669,4225,1556,15,7
2011,2613,2866,14219,11353,35,8
2011,2199,2639,7710,5071,23,9
2011,201,267,901,634,-1,10
2011,814,827,7290,6463,8,11
2011,816,1016,5103,4087,3,12
2011,3144,3764,8764,5000,46,13
2011,4307,5166,15512,10346,58,14
2011,490,635,4574,3939,3,15
2011,1935,4293,10207,5914,41,16
2011,510,1287,3866,2579,5,17
2011,1708,2421,5435,3014,37,18
2011,1045,1659,3792,2133,12,19
2011,241,627,1155,528,-1,20
2011,1592,2122,6302,4180,51,21
2011,2650,3558,11200,7642,61,22
2011,3534,5032,11102,6070,107,23
2011,2576,4207,34605,30398,38,24
2011,908,1303,3355,2052,7,25
2011,1200,1945,6128,4183,14,26
