START,END,STARTSHARE,ENDSHARE,SHARECHANGE,ABSCHANGE,ABSPCHANGE,PRODUCT,NAME,WITHPS
10873,12251,0.010166604,0.008061916,0.002104688,0.002104688,20.70197966,50,Other repair and installation,0
25810,59183,0.024133178,0.038946074,-0.014812896,0.014812896,61.37979701,51,Electricity,0
11969,23304,0.011191399,0.015335473,-0.004144074,0.004144074,37.02909775,52,"Natural gas, steam and air-con supply",0
1534,2126,0.001434339,0.001399039,3.52997E-05,3.52997E-05,2.46104596,53,Water,0
2114,2400,0.001976658,0.001579348,0.000397309,0.000397309,20.10006017,54,Sewerage,0
11106,12922,0.010384466,0.008503475,0.001880991,0.001880991,18.113509,55,Waste collection and recycling,0
289,483,0.000270224,0.000317844,-4.76196E-05,4.76196E-05,17.62224966,56,Waste management,0
94517,126027,0.088376429,0.082933561,0.005442868,0.005442868,6.158732897,57,Construction,0
11989,14940,0.0112101,0.009831444,0.001378656,0.001378656,12.29833654,58,"Motor vehicles - wholesale, retail and repair",0
0,0,0,0,0,0,0,59,Wholesale trade exc. motor vehicles,0
0,0,0,0,0,0,0,60,Retail trade exc. motor vehicles,0
1717,1988,0.00160545,0.001308227,0.000297223,0.000297223,18.51338479,61,Rail,0
30514,36530,0.028531569,0.024038999,0.00449257,0.00449257,15.74596208,62,Land transport exc. rail,0
1654,5577,0.001546543,0.003670011,-0.002123468,0.002123468,137.3041498,63,Water transport,0
6821,9181,0.006377854,0.006041666,0.000336188,0.000336188,5.271179149,64,Air transport,0
30212,34433,0.02824919,0.022659044,0.005590146,0.005590146,19.78869538,65,Warehousing and transport support,0
12493,20737,0.011681356,0.013646229,-0.001964873,0.001964873,16.82058622,66,Postal and courier,0
8120,10660,0.007592461,0.007014939,0.000577521,0.000577521,7.606510666,67,Accommodation,0
7571,11037,0.007079128,0.007263029,-0.000183901,0.000183901,2.597786202,68,Pubs and restaurants,0
7105,6786,0.006643403,0.004465608,0.002177795,0.002177795,32.78132205,69,Book publishing,0
3681,5178,0.003441853,0.003407444,3.44089E-05,3.44089E-05,0.999720161,70,"Other media publishing, broadcast and production",0
23636,30479,0.022100419,0.020057067,0.002043352,0.002043352,9.245759598,71,Telecommunications,0
33251,47700,0.031090752,0.03138955,-0.000298798,0.000298798,0.961050708,72,Computer programming and related consultacy,0
5369,8287,0.005020187,0.005453359,-0.000433171,0.000433171,8.628586498,73,Information services,0
49334,79734,0.046128874,0.052469904,-0.00634103,0.00634103,13.74633595,74,Financial services exc. insurance,0
7447,22804,0.006963184,0.015006442,-0.008043258,0.008043258,115.5112133,75,Insurance,0
9219,15244,0.008620061,0.010031495,-0.001411434,0.001411434,16.37382758,76,Financial auxiliary services,0
17602,29531,0.016458435,0.019433224,-0.002974789,0.002974789,18.07455854,77,"Real estate purchase, leasing and sale exc. estate agency",0
0,0,0,0,0,0,0,78,Imputed activity of owner-occupiers,0
539,465,0.000503982,0.000305999,0.000197984,0.000197984,39.28382819,79,Estate agency,0
16909,25510,0.015810458,0.016787158,-0.0009767,0.0009767,6.177556858,80,Legal services,0
9972,16032,0.00932414,0.010550048,-0.001225907,0.001225907,13.14767332,81,Accountancy and tax consultancy,0
26538,38452,0.024813882,0.025303794,-0.000489912,0.000489912,1.974348049,82,Head offices and management consultancy,0
26842,35052,0.025098132,0.023066384,0.002031748,0.002031748,8.095214761,83,Architecture,0
2265,5516,0.002117848,0.003629869,-0.001512021,0.001512021,71.39424872,84,Research and development,0
20641,26958,0.019299998,0.017740031,0.001559966,0.001559966,8.082727541,85,Advertising and market research,0
8999,15540,0.008414354,0.010226281,-0.001811927,0.001811927,21.53376613,86,"Other professional, scientific and technical activities",0
269,392,0.000251524,0.00025796,-6.43661E-06,6.43661E-06,2.559047926,87,Veterinary activities,0
19320,25538,0.01806482,0.016805584,0.001259237,0.001259237,6.970656949,88,Rental and leasing exc. real estate,0
27062,40581,0.025303839,0.026704808,-0.001400969,0.001400969,5.536587821,89,Employment agency activities,0
13562,17015,0.012680905,0.011196922,0.001483983,0.001483983,11.7025001,90,Travel agency activities,0
4784,6565,0.004473194,0.004320176,0.000153018,0.000153018,3.420766793,91,Security and investigation,0
9471,16669,0.008855689,0.010969233,-0.002113544,0.002113544,23.86651063,92,Building maintenance and landscaping,0
21631,34461,0.020225679,0.022677469,-0.00245179,0.00245179,12.12216421,93,Business and admin support,0
11207,12664,0.010478905,0.008333695,0.002145209,0.002145209,20.47169553,94,Public administration and defence,0
16173,25039,0.015122274,0.016477211,-0.001354937,0.001354937,8.959872696,95,Education,0
1161,2219,0.001085572,0.001460239,-0.000374667,0.000374667,34.51331509,96,Health,0
6582,11982,0.006154381,0.007884897,-0.001730516,0.001730516,28.11843672,97,Residential care and social work,0
1486,3110,0.001389458,0.002046572,-0.000657115,0.000657115,47.29288651,98,Creative and entertainment activities,0
1762,1793,0.001647527,0.001179905,0.000467622,0.000467622,28.38325488,99,Libraries and museums,0
2977,5306,0.002783591,0.003491676,-0.000708086,0.000708086,25.43785085,100,Gambling,0
1112,1395,0.001039756,0.000917996,0.000121759,0.000121759,11.71038685,101,Sports and recreation,0
3589,7794,0.00335583,0.005128934,-0.001773104,0.001773104,52.83651865,102,Membership organisations,0
2117,2749,0.001979463,0.001809012,0.000170451,0.000170451,8.6109684,103,Repair of computers and household goods,0
2742,4517,0.002563858,0.002972465,-0.000408607,0.000408607,15.93720698,104,Other personal services,0
0,0,0,0,0,0,0,105,Direct employment of domestic staff,0
